id_product;sku;name;price;description;description_short
1246;0998;"тениска с яка";26.658333;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>M</td>
<td>
<p>L</p>
</td>
<td>XL</td>
<td>XXL</td>
<td>XXXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>52</td>
<td>
<p>54</p>
</td>
<td>56</td>
<td>58</td>
<td>60</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>71</td>
<td>73</td>
<td>75</td>
<td>77</td>
<td>
<p>79</p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1247;0999;"тениска с яка";26.658333;"<p><br /></p>";"<table width=""325"" style=""height:117px;"" class=""mce-item-table""><tbody><tr><td>Размери см</td><td>M</td><td><p>L</p></td><td>XL</td><td>XXL</td><td>XXXL</td></tr><tr><td>А ширина от подмишница до подмишница</td><td>52</td><td><p>54</p></td><td>56</td><td>58</td><td>60</td></tr><tr><td><p>B дължина от рамо</p><p><br /></p></td><td>71</td><td>73</td><td>75</td><td>77</td><td><p>79</p></td></tr></tbody></table><p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1295;1043;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>M</td>
<td>
<p> L</p>
</td>
<td>XL</td>
<td>XXL</td>
<td>XXXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>49</td>
<td>
<p>51</p>
</td>
<td>53</td>
<td>55</td>
<td>57</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>70</td>
<td>72</td>
<td>74</td>
<td>76</td>
<td>
<p>78</p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1297;1045;тениска;18.321292;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>
<p></p>
</td>
</tr>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1383;1123;бански;17.895216;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>36</p>
<p></p>
</td>
<td>37</td>
<td>38</td>
<td>39</td>
<td>40</td>
<td></td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
1402;1138;бански;17.895216;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td>XXXL</td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
<td>40</td>
<td>41</td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p>36</p>
</td>
<td>37</td>
<td>38</td>
<td>39</td>
<td>40</td>
<td>41</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
1433;1167;бански;17.895216;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
<td></td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>
<p></p>
<p></p>"
1465;1198;бански;17.895216;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>36</p>
<p></p>
</td>
<td>37</td>
<td>38</td>
<td>39</td>
<td>40</td>
<td></td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
1491;1222;блуза;23.434211;;"<p></p>
<p></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>48</td>
<td>
<p>50</p>
</td>
<td>52</td>
<td>54</td>
<td>56</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>66</td>
<td>67</td>
<td>68</td>
<td>
<p></p>
<p>70</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1495;1226;блуза;22.582058;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>
<p></p>
</td>
</tr>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1496;1227;блуза;22.582058;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>
<p></p>
</td>
</tr>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1497;1228;худи;29.399283;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>
<p></p>
</td>
</tr>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1498;1229;блуза;22.582058;;"<p></p>
<p></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>48</td>
<td>
<p>50</p>
</td>
<td>52</td>
<td>54</td>
<td>56</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>66</td>
<td>67</td>
<td>68</td>
<td>
<p></p>
<p>70</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1516;1246;блуза;23.434211;;"<p></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>48</td>
<td>
<p>50</p>
</td>
<td>52</td>
<td>54</td>
<td>56</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>66</td>
<td>67</td>
<td>68</td>
<td>
<p></p>
<p>70</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1540;1270;блуза;24.286364;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>62</td>
<td>63</td>
<td>64</td>
<td>66</td>
<td>
<p></p>
<p>68</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1543;1272;блуза;24.286364;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>66</td>
<td>67</td>
<td>68</td>
<td>
<p></p>
<p>69</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1544;1273;блуза;24.286364;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>66</td>
<td>67</td>
<td>68</td>
<td>
<p></p>
<p>69</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1545;1274;блуза;24.286364;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>66</td>
<td>67</td>
<td>68</td>
<td>
<p></p>
<p>69</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1547;1276;худи;29.399283;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>
<p></p>"
1583;1312;худи;29.399283;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td> S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>65</td>
<td>67</td>
<td>69</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1587;1316;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>49</td>
<td>
<p>51</p>
</td>
<td>53</td>
<td>55</td>
<td>57</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>
<p>68</p>
</td>
<td>
<p>69</p>
</td>
<td>70</td>
<td>71</td>
<td>
<p></p>
<p>73</p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1606;1334;долнище;25.564594;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">А</span>ширина-талия (неразпънато положение)</p>
</td>
<td></td>
<td></td>
<td></td>
<td></td>
<td></td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p></p>
<p></p>
</td>
<td></td>
<td></td>
<td></td>
<td></td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/%D0%B4%D1%8A%D0%BD%D0%BA%D0%B8.png"" alt="""" width=""250"" height=""250"" /></p>"
1607;1335;пуловер;26.416747;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td>L</td>
<td>XL</td>
<td></td>
</tr>
<tr>
<td>A ширина от подмишница до подмишница</td>
<td>46</td>
<td>
<p>47</p>
</td>
<td>49</td>
<td>51</td>
<td></td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
</td>
<td>68</td>
<td>69</td>
<td>70</td>
<td>71</td>
<td>
<p></p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%B1%D0%BB%D1%83%D0%B7%D0%B0.png"" alt="""" width=""350"" height=""350"" /></p>"
1615;1342;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>
<p></p>
</td>
</tr>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>51</td>
<td>
<p>53</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>
<p></p>"
1617;1344;тениска;18.321292;;"<p></p>
<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1621;1348;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>
<p></p>
</td>
</tr>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>51</td>
<td>
<p>53</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1626;1353;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1632;1359;тениска;18.321292;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1649;1376;тениска;18.321292;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1653;1380;тениска;18.321292;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1662;1388;тениска;18.321292;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
1674;1400;тениска;18.321292;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
